RootID,Self-assessment,Root,mnemonics,"all derivativies ( Formula column, do not edit)",me- group,me -- kan,ber-,per- group,di-,ter-,ke-,-nya,-kan,se-,idion,peribahasa,Gabungan,synonym,turunan,#N/A,Spelling_L1,OtherLang,Level_LCC_L1,Level_OS_L1,Level_AKD_L1,CEFR,Root wihtout meaning,chatGPT-Find derivaties,kbbi url,wikitonary,word in original language,#N/A,#N/A
6715,,tumbal,,"tumbal -      (n) good luck charm; talisman; thing to ...
menumbalkan -      (v pass) used something or someone as pr...

",tumbal -      (n) good luck charm; talisman; thing to ...,menumbalkan -      (v pass) used something or someone as pr...,,,,,,,,,,,,,,,BK,JAV,35000,19000,35000,B2U,tumbal,Can you list all derivatives of the Indonesian root wordtumbal,https://kbbi.kemdikbud.go.id/entri/tumbal,https://en.wiktionary.org/wiki/tumbal#Indonesian,,,
6716,,ombang-ambing,,"mengombang-ambing -      (v) drifting about; floating and bobbing...
mengombang-ambingkan -      (v pass) tossed; tossed about/to and fro...
diombang-ambingkan
keterombang-ambingan -      (n) uncertainty; condition of drifting a...
keterombang-ambingannya
",mengombang-ambing -      (v) drifting about; floating and bobbing...,mengombang-ambingkan -      (v pass) tossed; tossed about/to and fro...,,diombang-ambingkan,keterombang-ambingan -      (n) uncertainty; condition of drifting a...,,,,,keterombang-ambingannya,,,,,,,BK,NotE,35000,30000,24000,B2U,ombang-ambing,Can you list all derivatives of the Indonesian root wordombang-ambing,https://kbbi.kemdikbud.go.id/entri/ombang-ambing,https://en.wiktionary.org/wiki/ombang-ambing#Indonesian,,,
6717,,klausa,,"klausa -      (n) clause; a related group of words tha...


",klausa -      (n) clause; a related group of words tha...,,,,,,,,,,,,,,,,BK,ENG,35000,45000,70000,B2U,klausa,Can you list all derivatives of the Indonesian root wordklausa,https://kbbi.kemdikbud.go.id/entri/klausa,https://en.wiktionary.org/wiki/klausa#Indonesian,,,
6718,,kepalang,,"kepalang -      (adj) inadequate; insufficient; not enou...


",kepalang -      (adj) inadequate; insufficient; not enou...,,,,,,,,,,,,,,,,BK,NotE,30000,60000,26000,B2U,kepalang,Can you list all derivatives of the Indonesian root wordkepalang,https://kbbi.kemdikbud.go.id/entri/kepalang,https://en.wiktionary.org/wiki/kepalang#Indonesian,,,
6719,,onderdil,,"onderdil -      (n) spare part; repair parts; (slang) pe...


",onderdil -      (n) spare part; repair parts; (slang) pe...,,,,,,,,,,,,,,,,BK,DUT,35000,35000,22000,B2U,onderdil,Can you list all derivatives of the Indonesian root wordonderdil,https://kbbi.kemdikbud.go.id/entri/onderdil,https://en.wiktionary.org/wiki/onderdil#Indonesian,,,
6720,,desis,,"mendesis -      (v) fizz; fizzle; make a sizzling or his...
desis -      (n) fizz; fizzing sound; sizzling sound;...
berdesis -      (v) fizz; fizzle; make a sizzling or his...
",mendesis -      (v) fizz; fizzle; make a sizzling or his...,desis -      (n) fizz; fizzing sound; sizzling sound;...,,,berdesis -      (v) fizz; fizzle; make a sizzling or his...,,,,,,,,,,,,BK,NotE,60000,13000,80000,B2U,desis,Can you list all derivatives of the Indonesian root worddesis,https://kbbi.kemdikbud.go.id/entri/desis,https://en.wiktionary.org/wiki/desis#Indonesian,,,
6721,,kepul,,"kepulan -      (n) dense puff of smoke; smoke cloud
mengepulkan -      (v) billow out; blow out; emit; belch fo...
berkepul -      (v) billow; belch forth smoke
",kepulan -      (n) dense puff of smoke; smoke cloud,mengepulkan -      (v) billow out; blow out; emit; belch fo...,,,berkepul -      (v) billow; belch forth smoke,,,,,,,,,,,,BK,NotE,40000,40000,20000,B2U,kepul,Can you list all derivatives of the Indonesian root wordkepul,https://kbbi.kemdikbud.go.id/entri/kepul,https://en.wiktionary.org/wiki/kepul#Indonesian,,,
6722,,beringas,,"beringas -      (adj) fierce; wild; savage; vicious
keberingasan -      (n) fierceness; wildness; savageness

",beringas -      (adj) fierce; wild; savage; vicious,keberingasan -      (n) fierceness; wildness; savageness,,,,,,,,,,,,,,,BK,NotE,35000,45000,24000,B2U,beringas,Can you list all derivatives of the Indonesian root wordberingas,https://kbbi.kemdikbud.go.id/entri/beringas,https://en.wiktionary.org/wiki/beringas#Indonesian,,,
6723,,sadur,,"menyadur -      (v pass) coated with metal; plated; (v p...
saduran -      (n) plated object; layer; coating; gilt;...
sadur -      (n) plating; metal coating; (n) adaptati...
",menyadur -      (v pass) coated with metal; plated; (v p...,saduran -      (n) plated object; layer; coating; gilt;...,,,sadur -      (n) plating; metal coating; (n) adaptati...,,,,,,,,,,,,BK,NotE,70000,100K+ (1-2),60000,B2U,sadur,Can you list all derivatives of the Indonesian root wordsadur,https://kbbi.kemdikbud.go.id/entri/sadur,https://en.wiktionary.org/wiki/sadur#Indonesian,,,
6724,,pijah,,"pemijahan -      (n) breeding; fertilizing; hatching; spa...
memijah -      (v) breed; fertilize; hatch; spawn
memijahkan -      (v pass) bred; fertilized; hatched; spaw...
",pemijahan -      (n) breeding; fertilizing; hatching; spa...,memijah -      (v) breed; fertilize; hatch; spawn,,,memijahkan -      (v pass) bred; fertilized; hatched; spaw...,,,,,,,,,,,,BK,NotE,40000,50000,70000,B2U,pijah,Can you list all derivatives of the Indonesian root wordpijah,https://kbbi.kemdikbud.go.id/entri/pijah,https://en.wiktionary.org/wiki/pijah#Indonesian,,,
6725,,tukul,,"tukul -      (n) hammer (mostly a small one)


",tukul -      (n) hammer (mostly a small one),,,,,,,,,,,,,,,,BK,,30000,100K+ (1-2),28000,B2U,tukul,Can you list all derivatives of the Indonesian root wordtukul,https://kbbi.kemdikbud.go.id/entri/tukul,https://en.wiktionary.org/wiki/tukul#Indonesian,,,
6726,,vertigo,,"vertigo -      (n) vertigo; loss of balance with dizzin...


",vertigo -      (n) vertigo; loss of balance with dizzin...,,,,,,,,,,,,,,,,BK,ENG,35000,15000,35000,B2U,vertigo,Can you list all derivatives of the Indonesian root wordvertigo,https://kbbi.kemdikbud.go.id/entri/vertigo,https://en.wiktionary.org/wiki/vertigo#Indonesian,,,
6727,,lekang,,"lekang -      (adj) split apart; split open; cracked o...


",lekang -      (adj) split apart; split open; cracked o...,,,,,,,,,,,,,,,,BK,,30000,60000,40000,B2U,lekang,Can you list all derivatives of the Indonesian root wordlekang,https://kbbi.kemdikbud.go.id/entri/lekang,https://en.wiktionary.org/wiki/lekang#Indonesian,,,
6728,,cas,,"cas -      (v) (colq) charge a battery; (n) game of...
pengecasan -      (n) (colq) charging a battery
mengecas -      (v) (colq) charge a battery
",cas -      (v) (colq) charge a battery; (n) game of...,pengecasan -      (n) (colq) charging a battery,,,mengecas -      (v) (colq) charge a battery,,,,,,,,,,,,BK,NotE,45000,22000,15000,B2U,cas,Can you list all derivatives of the Indonesian root wordcas,https://kbbi.kemdikbud.go.id/entri/cas,https://en.wiktionary.org/wiki/cas#Indonesian,,,
6729,,kahyangan,,"kahyangan -      (n) (Hindu) heaven; abode of the gods; a...


",kahyangan -      (n) (Hindu) heaven; abode of the gods; a...,,,,,,,,,,,,,,,,BK,NotE,40000,50000,45000,B2U,kahyangan,Can you list all derivatives of the Indonesian root wordkahyangan,https://kbbi.kemdikbud.go.id/entri/kahyangan,https://en.wiktionary.org/wiki/kahyangan#Indonesian,,,
6730,,katung,,"terkatung-katung -      (v) be floating; drifting; adrift; hover...
katung -      (n) sea turtle; tortoise; (v base) drift...

",terkatung-katung -      (v) be floating; drifting; adrift; hover...,katung -      (n) sea turtle; tortoise; (v base) drift...,,,,,,,,,,,,,,,BK,NotE,35000,60000,16000,B2U,katung,Can you list all derivatives of the Indonesian root wordkatung,https://kbbi.kemdikbud.go.id/entri/katung,https://en.wiktionary.org/wiki/katung#Indonesian,,,
6731,,puso,,"puso -      (adj) empty (of rice plants due to a dis...


",puso -      (adj) empty (of rice plants due to a dis...,,,,,,,,,,,,,,,,BK,NotE,30000,n.a.,15000,B2U,puso,Can you list all derivatives of the Indonesian root wordpuso,https://kbbi.kemdikbud.go.id/entri/puso,https://en.wiktionary.org/wiki/puso#Indonesian,,,
6732,,kuyup,,"kuyup -      (adj) wet; moist; humid; dank; damp; sog...


",kuyup -      (adj) wet; moist; humid; dank; damp; sog...,,,,,,,,,,,,,,,,BK,NotE,30000,11000,40000,B2U,kuyup,Can you list all derivatives of the Indonesian root wordkuyup,https://kbbi.kemdikbud.go.id/entri/kuyup,https://en.wiktionary.org/wiki/kuyup#Indonesian,,,
6733,,introduksi,,"introduksi -      (n) introduction; presentation
mengintroduksi -      (v pass) introduced; presented
mengintroduksikan -      (v pass) introduced; presented
",introduksi -      (n) introduction; presentation,mengintroduksi -      (v pass) introduced; presented,,,mengintroduksikan -      (v pass) introduced; presented,,,,,,,,,,,,BK,ENG,45000,100K+ (3-5),90000,B2U,introduksi,Can you list all derivatives of the Indonesian root wordintroduksi,https://kbbi.kemdikbud.go.id/entri/introduksi,https://en.wiktionary.org/wiki/introduksi#Indonesian,,,
6734,,alpa,,"alpa -      (adj) negligent; careless; mindless; ina...
kealpaan -      (n) negligence; carelessness; indifferen...

",alpa -      (adj) negligent; careless; mindless; ina...,kealpaan -      (n) negligence; carelessness; indifferen...,,,,,,,,,,,,,,,BK,SAN,45000,50000,45000,B2U,alpa,Can you list all derivatives of the Indonesian root wordalpa,https://kbbi.kemdikbud.go.id/entri/alpa,https://en.wiktionary.org/wiki/alpa#Indonesian,,,
6735,,kanon,,"kanon -      (n) cannon; artillery (= meriam); (n) (f...
kanonisasi -      (n) canonization; official declaration o...
kanonis -      (adj) canonical (relating to, or require...
",kanon -      (n) cannon; artillery (= meriam); (n) (f...,kanonisasi -      (n) canonization; official declaration o...,,,"kanonis -      (adj) canonical (relating to, or require...",,,,,,,,,,,,BK,NotE,45000,40000,70000,B2U,kanon,Can you list all derivatives of the Indonesian root wordkanon,https://kbbi.kemdikbud.go.id/entri/kanon,https://en.wiktionary.org/wiki/kanon#Indonesian,,,
6736,,kustodi,,"kustodian -      (n) custodian
kustodi -      (n) custody

",kustodian -      (n) custodian,kustodi -      (n) custody,,,,,,,,,,,,,,,BK,ENG,40000,45000,26000,B2U,kustodi,Can you list all derivatives of the Indonesian root wordkustodi,https://kbbi.kemdikbud.go.id/entri/kustodi,https://en.wiktionary.org/wiki/kustodi#Indonesian,,,
6737,,lintah,,"lintah -      (n) leech; bloodsucker


",lintah -      (n) leech; bloodsucker,,,,,,,,,,,,,,,,BK,NotE,35000,12000,50000,B2U,lintah,Can you list all derivatives of the Indonesian root wordlintah,https://kbbi.kemdikbud.go.id/entri/lintah,https://en.wiktionary.org/wiki/lintah#Indonesian,,,
6738,,afirmasi,,"afirmasi -      (n) affirmation; confirmation; corrobora...
afirmatif -      (adj) affirmative; confirming (response)
mengafirmasi -      (v) affirm; confirm; corroborate
",afirmasi -      (n) affirmation; confirmation; corrobora...,afirmatif -      (adj) affirmative; confirming (response),,,mengafirmasi -      (v) affirm; confirm; corroborate,,,,,,,,,,,,BK,ENG,45000,100K+ (3-5),50000,B2U,afirmasi,Can you list all derivatives of the Indonesian root wordafirmasi,https://kbbi.kemdikbud.go.id/entri/afirmasi,https://en.wiktionary.org/wiki/afirmasi#Indonesian,,,
6739,,pajan,,"pajanan -      (n) something exposed; exposure
terpajan -      (v pass) exposed
pemajanan -      (n) exposing
",pajanan -      (n) something exposed; exposure,terpajan -      (v pass) exposed,,,pemajanan -      (n) exposing,,,,,,,,,,,,BK,MIN,50000,100K+ (3-5),150000,B2U,pajan,Can you list all derivatives of the Indonesian root wordpajan,https://kbbi.kemdikbud.go.id/entri/pajan,https://en.wiktionary.org/wiki/pajan#Indonesian,,,
6740,,tungkup,,"menelungkup -      (v pass) inverted; lying prone; fallen; ...
telungkup -      (v) lie prone; be face down; prostrate (...
menelungkupkan -      (v) lie prone; be face down; prostrate (...
",menelungkup -      (v pass) inverted; lying prone; fallen; ...,telungkup -      (v) lie prone; be face down; prostrate (...,,,menelungkupkan -      (v) lie prone; be face down; prostrate (...,,,,,,,,,,,,BK,,60000,70000,28000,B2U,tungkup,Can you list all derivatives of the Indonesian root wordtungkup,https://kbbi.kemdikbud.go.id/entri/tungkup,https://en.wiktionary.org/wiki/tungkup#Indonesian,,,
6741,,deg-degan,,"deg-degan -      (adj) (colq) worried; nervous; fretting;...


",deg-degan -      (adj) (colq) worried; nervous; fretting;...,,,,,,,,,,,,,,,,BK,JAV,35000,40000,20000,B2U,deg-degan,Can you list all derivatives of the Indonesian root worddeg-degan,https://kbbi.kemdikbud.go.id/entri/deg-degan,https://en.wiktionary.org/wiki/deg-degan#Indonesian,,,
6742,,teledor,,"keteledoran -      (n) carelessness; indifference; negligen...
teledor -      (adj) careless; indifferent; negligent; ...

",keteledoran -      (n) carelessness; indifference; negligen...,teledor -      (adj) careless; indifferent; negligent; ...,,,,,,,,,,,,,,,BK,POR,45000,60000,26000,B2U,teledor,Can you list all derivatives of the Indonesian root wordteledor,https://kbbi.kemdikbud.go.id/entri/teledor,https://en.wiktionary.org/wiki/teledor#Indonesian,,,
6743,,terasi,,"terasi -      (n) fish paste; shrimp paste; food paste...


",terasi -      (n) fish paste; shrimp paste; food paste...,,,,,,,,,,,,,,,,BK,JAV,35000,80000,30000,B2U,terasi,Can you list all derivatives of the Indonesian root wordterasi,https://kbbi.kemdikbud.go.id/entri/terasi,https://en.wiktionary.org/wiki/terasi#Indonesian,,,
6744,,belalak,,"membelalak -      (v pass) distended; opened wide; wide-ey...
membelalakkan -      (v) cause to open widely; open the eyes ...

",membelalak -      (v pass) distended; opened wide; wide-ey...,membelalakkan -      (v) cause to open widely; open the eyes ...,,,,,,,,,,,,,,,BK,NotE,40000,40000,60000,B2U,belalak,Can you list all derivatives of the Indonesian root wordbelalak,https://kbbi.kemdikbud.go.id/entri/belalak,https://en.wiktionary.org/wiki/belalak#Indonesian,,,
6745,,contreng,,"mencontreng -      (v) (JKT) (colq) check; put a check mark...
pencontrengan -      (n) (JKT) (colq) checking; putting a che...
contreng -      (n) (JKT) (colq) check mark (= conteng)
",mencontreng -      (v) (JKT) (colq) check; put a check mark...,pencontrengan -      (n) (JKT) (colq) checking; putting a che...,,,contreng -      (n) (JKT) (colq) check mark (= conteng),,,,,,,,,,,,BK,JKT,60000,100K+ (1-2),35000,B2U,contreng,Can you list all derivatives of the Indonesian root wordcontreng,https://kbbi.kemdikbud.go.id/entri/contreng,https://en.wiktionary.org/wiki/contreng#Indonesian,,,
6746,,semadi,,"semadi -      non-standard spelling ((v) meditate; concentrate; contemplate)
bersemadi -      non-standard spelling ((v) meditate; concentrate; contemplate)

",semadi -      non-standard spelling ((v) meditate; concentrate; contemplate),bersemadi -      non-standard spelling ((v) meditate; concentrate; contemplate),,,,,,,,,,,,,,,TB,SAN,70000,100K+ (1-2),60000,B2U,semadi,Can you list all derivatives of the Indonesian root wordsemadi,https://kbbi.kemdikbud.go.id/entri/semadi,https://en.wiktionary.org/wiki/semadi#Indonesian,,,
6747,,bandit,,"bandit -      (n) bandit; robber


",bandit -      (n) bandit; robber,,,,,,,,,,,,,,,,BK,ENG,40000,6000,30000,B2U,bandit,Can you list all derivatives of the Indonesian root wordbandit,https://kbbi.kemdikbud.go.id/entri/bandit,https://en.wiktionary.org/wiki/bandit#Indonesian,,,
6748,,lebam,,"lebam -      (adj) black and blue (as on the body aft...


",lebam -      (adj) black and blue (as on the body aft...,,,,,,,,,,,,,,,,BK,NotE,35000,19000,13000,B2U,lebam,Can you list all derivatives of the Indonesian root wordlebam,https://kbbi.kemdikbud.go.id/entri/lebam,https://en.wiktionary.org/wiki/lebam#Indonesian,,,
6749,,kail,,"kail -      (v) fishing with hook and line; fish hoo...
mengail -      (v) fish with hook and line; hook

",kail -      (v) fishing with hook and line; fish hoo...,mengail -      (v) fish with hook and line; hook,,,,,,,,,,,,,,,BK,NotE,45000,19000,50000,B2U,kail,Can you list all derivatives of the Indonesian root wordkail,https://kbbi.kemdikbud.go.id/entri/kail,https://en.wiktionary.org/wiki/kail#Indonesian,,,
6750,,gosong,,"gosong -      (adj) burned; singed; scorched; (n) shoa...


",gosong -      (adj) burned; singed; scorched; (n) shoa...,,,,,,,,,,,,,,,,BK,,35000,18000,22000,B2U,gosong,Can you list all derivatives of the Indonesian root wordgosong,https://kbbi.kemdikbud.go.id/entri/gosong,https://en.wiktionary.org/wiki/gosong#Indonesian,,,
6751,,sembul,,"menyembul -      (v) appear; emerge; arise
menyanembulkan -      (v) appear; emerge; arise
bersembulan -      (v) appear; emerge; arise
",menyembul -      (v) appear; emerge; arise,menyanembulkan -      (v) appear; emerge; arise,,,bersembulan -      (v) appear; emerge; arise,,,,,,,,,,,,BK,NotE,40000,45000,26000,B2U,sembul,Can you list all derivatives of the Indonesian root wordsembul,https://kbbi.kemdikbud.go.id/entri/sembul,https://en.wiktionary.org/wiki/sembul#Indonesian,,,
6752,,sayup,,"sayup-sayup -      (adv) faintly; vaguely; barely seen or h...
sayup -      (adj) almost enough; faint; vague; barel...

",sayup-sayup -      (adv) faintly; vaguely; barely seen or h...,sayup -      (adj) almost enough; faint; vague; barel...,,,,,,,,,,,,,,,BK,NotE,45000,100K+ (1-2),50000,B2U,sayup,Can you list all derivatives of the Indonesian root wordsayup,https://kbbi.kemdikbud.go.id/entri/sayup,https://en.wiktionary.org/wiki/sayup#Indonesian,,,
6753,,binar,,"berbinar -      (v) being bright; shiny
berbinar-binar -      (v) be glittering; radiating; shining; b...
berbinar-binar
binar -      (n) ray; beam (= sinar)
",berbinar -      (v) being bright; shiny,berbinar-binar -      (v) be glittering; radiating; shining; b...,,berbinar-binar,binar -      (n) ray; beam (= sinar),,,,,,,,,,,,BK,NotE,50000,40000,60000,B2U,binar,Can you list all derivatives of the Indonesian root wordbinar,https://kbbi.kemdikbud.go.id/entri/binar,https://en.wiktionary.org/wiki/binar#Indonesian,,,
6754,,sentil,,"menyentil -      (v) (JKT) touch; contact; nudge (= singg...
sentilan -      (n) reprimand; (n) touch; contact
sentil -      (v) (JKT) touch; contact; nudge (= singg...
",menyentil -      (v) (JKT) touch; contact; nudge (= singg...,sentilan -      (n) reprimand; (n) touch; contact,,,sentil -      (v) (JKT) touch; contact; nudge (= singg...,,,,,,,,,,,,BK,NotE,45000,100K+ (3-5),24000,B2U,sentil,Can you list all derivatives of the Indonesian root wordsentil,https://kbbi.kemdikbud.go.id/entri/sentil,https://en.wiktionary.org/wiki/sentil#Indonesian,,,
6755,,arabika,,"arabika -      (n) arabica; type of high-quality coffee...


",arabika -      (n) arabica; type of high-quality coffee...,,,,,,,,,,,,,,,,BK,ENG,45000,100K+ (1-2),26000,B2U,arabika,Can you list all derivatives of the Indonesian root wordarabika,https://kbbi.kemdikbud.go.id/entri/arabika,https://en.wiktionary.org/wiki/arabika#Indonesian,,,
6756,,kung,,"kung -      (n) clanging sound (of a small gong); ba...


",kung -      (n) clanging sound (of a small gong); ba...,,,,,,,,,,,,,,,,BK,,40000,5000,35000,B2U,kung,Can you list all derivatives of the Indonesian root wordkung,https://kbbi.kemdikbud.go.id/entri/kung,https://en.wiktionary.org/wiki/kung#Indonesian,,,
6757,,radiologi,,"radiologi -      (n) radiology; the use of radiation for ...


",radiologi -      (n) radiology; the use of radiation for ...,,,,,,,,,,,,,,,,BK,ENG,40000,30000,35000,B2U,radiologi,Can you list all derivatives of the Indonesian root wordradiologi,https://kbbi.kemdikbud.go.id/entri/radiologi,https://en.wiktionary.org/wiki/radiologi#Indonesian,,,
6758,,gelimang,,"bergelimang -      (v) be muddy; stained; soiled; smeared
gelimang -      (adj) muddy; soiled; stained; smeared
bergelimangan -      (v) be muddy; stained; soiled; smeared (...
",bergelimang -      (v) be muddy; stained; soiled; smeared,gelimang -      (adj) muddy; soiled; stained; smeared,,,bergelimangan -      (v) be muddy; stained; soiled; smeared (...,,,,,,,,,,,,BK,NotE,40000,50000,40000,B2U,gelimang,Can you list all derivatives of the Indonesian root wordgelimang,https://kbbi.kemdikbud.go.id/entri/gelimang,https://en.wiktionary.org/wiki/gelimang#Indonesian,,,
6759,,papah,,"memapah -      (v pass) supported; helped someone walk;...
papah -      (v) support; help someone walk; (n) (Jav...

",memapah -      (v pass) supported; helped someone walk;...,papah -      (v) support; help someone walk; (n) (Jav...,,,,,,,,,,,,,,,BK,NotE,70000,100K+ (1-2),35000,B2U,papah,Can you list all derivatives of the Indonesian root wordpapah,https://kbbi.kemdikbud.go.id/entri/papah,https://en.wiktionary.org/wiki/papah#Indonesian,,,
6760,,umu,,"umu -      (n) mother (= ibu)


",umu -      (n) mother (= ibu),,,,,,,,,,,,,,,,AG,ARA,40000,100K+ (3-5),90000,B2U,umu,Can you list all derivatives of the Indonesian root wordumu,https://kbbi.kemdikbud.go.id/entri/umu,https://en.wiktionary.org/wiki/umu#Indonesian,,,
6761,,onar,,"onar -      (n) excitement; agitation; commotion; no...
keonaran -      (n) disturbance; commotion; confusion; t...

",onar -      (n) excitement; agitation; commotion; no...,keonaran -      (n) disturbance; commotion; confusion; t...,,,,,,,,,,,,,,,BK,FAR,40000,14000,24000,B2U,onar,Can you list all derivatives of the Indonesian root wordonar,https://kbbi.kemdikbud.go.id/entri/onar,https://en.wiktionary.org/wiki/onar#Indonesian,,,
6762,,merana,,"merana -      (adj) drooping; languishing; long-suffer...
kemeranaan -      (n) languishing; chronicness

",merana -      (adj) drooping; languishing; long-suffer...,kemeranaan -      (n) languishing; chronicness,,,,,,,,,,,,,,,BK,NotE,35000,17000,40000,B2U,merana,Can you list all derivatives of the Indonesian root wordmerana,https://kbbi.kemdikbud.go.id/entri/merana,https://en.wiktionary.org/wiki/merana#Indonesian,,,
6763,,botani,,"botani -      (n) botany


",botani -      (n) botany,,,,,,,,,,,,,,,,BK,ENG,45000,24000,40000,B2U,botani,Can you list all derivatives of the Indonesian root wordbotani,https://kbbi.kemdikbud.go.id/entri/botani,https://en.wiktionary.org/wiki/botani#Indonesian,,,
6764,,cabik,,"mencabik -      (v pass) torn to pieces; shredded
mencabik-cabik -      (v) shred; tear to shreds; tear up repea...
mencabik-cabik
cabikan -      (n) tear; rend; split; snag
",mencabik -      (v pass) torn to pieces; shredded,mencabik-cabik -      (v) shred; tear to shreds; tear up repea...,,mencabik-cabik,cabikan -      (n) tear; rend; split; snag,,,,,,,,,,,,BK,,70000,24000,80000,B2U,cabik,Can you list all derivatives of the Indonesian root wordcabik,https://kbbi.kemdikbud.go.id/entri/cabik,https://en.wiktionary.org/wiki/cabik#Indonesian,,,
6765,,temperamen,,"temperamen -      (n) temperament; a person's nature and c...
temperamental -      (adj) temperamental; easily upset; havin...
bertemperamen -      (v) have a temperament; have a person's ...
",temperamen -      (n) temperament; a person's nature and c...,temperamental -      (adj) temperamental; easily upset; havin...,,,bertemperamen -      (v) have a temperament; have a person's ...,,,,,,,,,,,,BK,ENG,45000,18000,45000,B2U,temperamen,Can you list all derivatives of the Indonesian root wordtemperamen,https://kbbi.kemdikbud.go.id/entri/temperamen,https://en.wiktionary.org/wiki/temperamen#Indonesian,,,
6766,,borgol,,"memborgol -      (v pass) handcuffed; manacled; shackled;...
borgol -      (n) handcuffs; manacles; shackles; fette...
pemborgolan -      (n) handcuffing; shackling; manacling; f...
",memborgol -      (v pass) handcuffed; manacled; shackled;...,borgol -      (n) handcuffs; manacles; shackles; fette...,,,pemborgolan -      (n) handcuffing; shackling; manacling; f...,,,,,,,,,,,,BK,JKT,60000,13000,18000,B2U,borgol,Can you list all derivatives of the Indonesian root wordborgol,https://kbbi.kemdikbud.go.id/entri/borgol,https://en.wiktionary.org/wiki/borgol#Indonesian,,,
6767,,kroni,,"kroni -      (n) crony; a close friend
kronisme -      (n) cronyism; favoritism for one's close...

",kroni -      (n) crony; a close friend,kronisme -      (n) cronyism; favoritism for one's close...,,,,,,,,,,,,,,,BK,ENG,60000,100K+ (3-5),40000,B2U,kroni,Can you list all derivatives of the Indonesian root wordkroni,https://kbbi.kemdikbud.go.id/entri/kroni,https://en.wiktionary.org/wiki/kroni#Indonesian,,,
6768,,zamzam,,"zamzam -      (adj) copious; abundant (especially wate...


",zamzam -      (adj) copious; abundant (especially wate...,,,,,,,,,,,,,,,,BK,ARA,50000,100K+ (3-5),35000,B2U,zamzam,Can you list all derivatives of the Indonesian root wordzamzam,https://kbbi.kemdikbud.go.id/entri/zamzam,https://en.wiktionary.org/wiki/zamzam#Indonesian,,,
6769,,sodomi,,"sodomi -      (n) sodomy; anal intercourse
menyodomi -      (v pass) sodomized; committed sodomy
bersodomi -      (v) commit sodomy
",sodomi -      (n) sodomy; anal intercourse,menyodomi -      (v pass) sodomized; committed sodomy,,,bersodomi -      (v) commit sodomy,,,,,,,,,,,,BK,ENG,45000,24000,11000,B2U,sodomi,Can you list all derivatives of the Indonesian root wordsodomi,https://kbbi.kemdikbud.go.id/entri/sodomi,https://en.wiktionary.org/wiki/sodomi#Indonesian,,,
6770,,takhayul,,"takhayul -      (n) superstition; something imagined


",takhayul -      (n) superstition; something imagined,,,,,,,,,,,,,,,,BK,ARA,50000,12000,60000,B2U,takhayul,Can you list all derivatives of the Indonesian root wordtakhayul,https://kbbi.kemdikbud.go.id/entri/takhayul,https://en.wiktionary.org/wiki/takhayul#Indonesian,,,
6771,,huru-hara,,"huru-hara -      (n) alarm; confusion; commotion; uproar;...
antihuru-hara -      0
antihuru-hara
menghuru-harakan -      (v) instigate rioting/disturbances
menghuru-harakan
",huru-hara -      (n) alarm; confusion; commotion; uproar;...,antihuru-hara -      0,,antihuru-hara,menghuru-harakan -      (v) instigate rioting/disturbances,,,,,menghuru-harakan,,,,,,,BK,NotE,35000,28000,24000,B2U,huru-hara,Can you list all derivatives of the Indonesian root wordhuru-hara,https://kbbi.kemdikbud.go.id/entri/huru-hara,https://en.wiktionary.org/wiki/huru-hara#Indonesian,,,
6772,,diagonal,,"diagonal -      (adj) diagonal; (n) diagonal; slanting l...
berdiagonal -      (v) being diagonal

",diagonal -      (adj) diagonal; (n) diagonal; slanting l...,berdiagonal -      (v) being diagonal,,,,,,,,,,,,,,,BK,ENG,35000,40000,30000,B2U,diagonal,Can you list all derivatives of the Indonesian root worddiagonal,https://kbbi.kemdikbud.go.id/entri/diagonal,https://en.wiktionary.org/wiki/diagonal#Indonesian,,,
6773,,loyo,,"loyo -      (adj) feeble; weak; faint; tired; sluggi...


",loyo -      (adj) feeble; weak; faint; tired; sluggi...,,,,,,,,,,,,,,,,BK,,35000,35000,17000,B2U,loyo,Can you list all derivatives of the Indonesian root wordloyo,https://kbbi.kemdikbud.go.id/entri/loyo,https://en.wiktionary.org/wiki/loyo#Indonesian,,,
6774,,linang,,"berlinang -      (v) trickle; drip; flow down (= berlinan...
linangan -      (n) trickle; a flow of drips
berlinangan -      (v) trickle; drip; flow down (= berlinan...
",berlinang -      (v) trickle; drip; flow down (= berlinan...,linangan -      (n) trickle; a flow of drips,,,berlinangan -      (v) trickle; drip; flow down (= berlinan...,,,,,,,,,,,,BK,,45000,35000,40000,B2U,linang,Can you list all derivatives of the Indonesian root wordlinang,https://kbbi.kemdikbud.go.id/entri/linang,https://en.wiktionary.org/wiki/linang#Indonesian,,,
6775,,pawang,,"pawang -      (n) wild beast tamer; trainer; guide; (n...


",pawang -      (n) wild beast tamer; trainer; guide; (n...,,,,,,,,,,,,,,,,BK,NotE,35000,28000,20000,B2U,pawang,Can you list all derivatives of the Indonesian root wordpawang,https://kbbi.kemdikbud.go.id/entri/pawang,https://en.wiktionary.org/wiki/pawang#Indonesian,,,
6776,,serotonin,,"serotonin -      (n) serotonin (compound that occurs in t...


",serotonin -      (n) serotonin (compound that occurs in t...,,,,,,,,,,,,,,,,BK,ENG,35000,40000,30000,B2U,serotonin,Can you list all derivatives of the Indonesian root wordserotonin,https://kbbi.kemdikbud.go.id/entri/serotonin,https://en.wiktionary.org/wiki/serotonin#Indonesian,,,
